substance,908.1,914.294,920.489,926.683,932.877,939.072,945.266,951.46,957.655,963.849,970.044,976.238,982.432,988.627,994.821,1001.015,1007.21,1013.404,1019.598,1025.793,1031.987,1038.181,1044.376,1050.57,1056.764,1062.959,1069.153,1075.348,1081.542,1087.736,1093.931,1100.125,1106.319,1112.514,1118.708,1124.902,1131.097,1137.291,1143.485,1149.68,1155.874,1162.069,1168.263,1174.457,1180.652,1186.846,1193.04,1199.235,1205.429,1211.623,1217.818,1224.012,1230.206,1236.401,1242.595,1248.789,1254.984,1261.178,1267.373,1273.567,1279.761,1285.956,1292.15,1298.344,1304.539,1310.733,1316.927,1323.122,1329.316,1335.51,1341.705,1347.899,1354.094,1360.288,1366.482,1372.677,1378.871,1385.065,1391.26,1397.454,1403.648,1409.843,1416.037,1422.231,1428.426,1434.62,1440.814,1447.009,1453.203,1459.398,1465.592,1471.786,1477.981,1484.175,1490.369,1496.564,1502.758,1508.952,1515.147,1521.341,1527.535,1533.73,1539.924,1546.119,1552.313,1558.507,1564.702,1570.896,1577.09,1583.285,1589.479,1595.673,1601.868,1608.062,1614.256,1620.451,1626.645,1632.839,1639.034,1645.228,1651.423,1657.617,1663.811,1670.006,1676.2
caffeine,0.0628706,0.05801707,0.05274027,0.04723053,0.04115444,0.0346307,0.02995062,0.02684129,0.02522507,0.02326845,0.02278668,0.0224392,0.02243807,0.02302842,0.02290191,0.02252116,0.02195385,0.02091525,0.02019428,0.01999492,0.02017892,0.01956111,0.01847151,0.01748644,0.01672482,0.01650129,0.01624098,0.01625088,0.01677909,0.01758693,0.01949432,0.02333119,0.02830164,0.03308,0.03618324,0.03785063,0.03968626,0.04136822,0.04367249,0.0455918,0.04755319,0.04875383,0.0481383,0.04460226,0.03884798,0.0331063,0.02912153,0.02634644,0.02424271,0.02254858,0.02127783,0.02019725,0.01969379,0.01977295,0.01992443,0.01996305,0.01991907,0.01981708,0.01980882,0.02013213,0.02083741,0.02190121,0.02316155,0.02436252,0.02568329,0.02752282,0.03033961,0.03489674,0.04179461,0.0495945,0.05596663,0.06054156,0.0629563,0.06390665,0.06453058,0.06445786,0.06263874,0.059205,0.05566014,0.05251941,0.0498904,0.04815299,0.04817136,0.05041802,0.05438186,0.05710565,0.05704897,0.05505751,0.0520866,0.0484684,0.04455601,0.04129869,0.03920014,0.03807987,0.03737925,0.03680036,0.03637611,0.03633147,0.03644257,0.03674424,0.03713146,0.03746725,0.0379721,0.03866542,0.03960831,0.04069377,0.04193978,0.04332585,0.04481706,0.04654334,0.04867375,0.05133964,0.05489717,0.05947832,0.06555035,0.07346267,0.08285417,0.09294426,0.1021448,0.1094434,0.1154459,0.1205125,0.1261341,0.1324586,0.1370833
caffeine,0.06127295,0.05588275,0.05077347,0.04521675,0.03928883,0.03295851,0.02797825,0.02491863,0.02337303,0.02167739,0.02109825,0.02064922,0.02085746,0.02111306,0.02119518,0.02091729,0.02042774,0.01947233,0.01859464,0.01835678,0.01840058,0.01795321,0.01683985,0.0158258,0.01512907,0.0148816,0.01459752,0.01467212,0.0151017,0.01589787,0.01793536,0.02167409,0.02674316,0.03130528,0.0344576,0.03611989,0.03806777,0.03978475,0.04200545,0.04385715,0.04577893,0.04706501,0.04645073,0.04292673,0.03718401,0.03142426,0.02743974,0.02461151,0.02254902,0.02084056,0.01959491,0.01845923,0.01796323,0.01800763,0.01817929,0.01821372,0.0181282,0.01805648,0.01801865,0.01837492,0.01904732,0.0201175,0.02131722,0.0225964,0.02393935,0.02575471,0.02854306,0.03307299,0.03997315,0.04774344,0.0540655,0.05861889,0.06104057,0.06194859,0.06255884,0.06249595,0.06070946,0.05726956,0.05370187,0.05059549,0.04796927,0.04619822,0.04620554,0.04846574,0.05241306,0.05510226,0.05505869,0.05308478,0.05009173,0.04649496,0.04263038,0.03938748,0.0372858,0.03614748,0.03544599,0.03484568,0.03443027,0.03438684,0.03449878,0.03481368,0.03518152,0.03551595,0.03601782,0.0367255,0.03765231,0.03872362,0.03998747,0.04133676,0.04284409,0.04456975,0.04668718,0.04933341,0.05289044,0.05745789,0.06350554,0.07135192,0.08070109,0.0907364,0.09987193,0.107126,0.1130713,0.1180585,0.1236168,0.1298537,0.1344929
caffeine,0.06230446,0.05722119,0.05215451,0.04648878,0.04063736,0.03441235,0.02956875,0.0264371,0.02501937,0.02311398,0.0224377,0.02227076,0.02228098,0.02288044,0.02262658,0.02237453,0.02194529,0.02091995,0.02006662,0.02010365,0.01997718,0.01945814,0.01837529,0.01739363,0.01672438,0.01633056,0.01615871,0.01625453,0.0167024,0.01766567,0.01948826,0.02318785,0.02816092,0.03280494,0.0358033,0.03754378,0.03938578,0.04107277,0.04331704,0.04513584,0.04707255,0.04833323,0.04779157,0.04426771,0.03862429,0.03293508,0.02899259,0.02621683,0.02414369,0.0225567,0.02126031,0.02012867,0.01965689,0.01974382,0.01992525,0.01996317,0.01991009,0.01979592,0.01981402,0.02016807,0.02086041,0.02188886,0.02313782,0.02438306,0.02573432,0.02754792,0.03035159,0.03484344,0.04165309,0.04934476,0.05565281,0.06019236,0.0625923,0.06351962,0.06413948,0.06409188,0.06231613,0.05893695,0.05541186,0.05230563,0.04975095,0.04807536,0.04810834,0.05035898,0.05430229,0.05697913,0.05692206,0.05496422,0.05205511,0.04851336,0.04464496,0.0414317,0.03936041,0.03822003,0.03756434,0.03697423,0.03656384,0.0365158,0.03662495,0.036932,0.0373155,0.0376607,0.03816715,0.03887044,0.0397921,0.04088,0.04212974,0.04349035,0.04498638,0.04671676,0.04882492,0.05146327,0.05499642,0.05951589,0.06554679,0.07334679,0.08262254,0.09259352,0.1016962,0.1089128,0.1147989,0.1198854,0.1255171,0.1317664,0.1364032
cocaine,0.05104218,0.04687702,0.04252715,0.03777505,0.03299709,0.02719568,0.02332813,0.02036422,0.01899234,0.01709618,0.01668351,0.01643737,0.01654954,0.01672725,0.01648045,0.01627932,0.01589352,0.0147881,0.01438008,0.01412629,0.01414031,0.01367162,0.01264168,0.01179244,0.01125325,0.01107089,0.01083782,0.01073964,0.01109078,0.0117998,0.01324128,0.0162028,0.02026125,0.02403556,0.02665247,0.02804994,0.02964925,0.03123137,0.03291257,0.03434779,0.03579475,0.03681203,0.03630712,0.03363343,0.02895395,0.0243707,0.0213023,0.01909599,0.01736654,0.01601082,0.01496231,0.01412106,0.01366373,0.01364878,0.0137943,0.0138128,0.01373815,0.01369463,0.01368825,0.0139923,0.01453924,0.01535497,0.01639851,0.01744154,0.01851896,0.01999094,0.02224369,0.02591503,0.03149174,0.0377803,0.04290225,0.04662317,0.04860752,0.04938648,0.04996753,0.05001103,0.04874136,0.04616589,0.04348249,0.04108432,0.03905296,0.0377662,0.037802,0.03956576,0.04262677,0.04472907,0.04469811,0.04317817,0.04094561,0.03827721,0.0354371,0.0331255,0.03161815,0.03078078,0.03023724,0.02980086,0.02952142,0.02946984,0.02952063,0.02971461,0.03000051,0.03024898,0.030626,0.03118987,0.0318822,0.0327294,0.03366012,0.03475734,0.03589286,0.0372161,0.03885929,0.04094677,0.04373574,0.04729921,0.05206838,0.05837608,0.06596367,0.07422797,0.08185267,0.08802976,0.09321349,0.09761619,0.1026032,0.1082323,0.1124029
cocaine,0.05361677,0.04934482,0.04518437,0.04028198,0.03565954,0.03010359,0.02605592,0.02372904,0.02228098,0.02042058,0.02006246,0.01967468,0.01991757,0.02038164,0.02011251,0.01959231,0.0192762,0.01837948,0.01779906,0.01737758,0.01766938,0.01705581,0.01616605,0.01536437,0.01486406,0.0147119,0.01426957,0.01435679,0.01471857,0.01537238,0.01683254,0.01968338,0.02372137,0.02745669,0.02999038,0.0314686,0.03301052,0.03445252,0.03622123,0.03762285,0.0391353,0.04017234,0.03977542,0.03702434,0.03247328,0.02796682,0.02490987,0.02276702,0.02108477,0.01973709,0.01870579,0.01784837,0.01738242,0.01746811,0.01758858,0.01764838,0.01763094,0.01757315,0.01759608,0.01786558,0.01845982,0.01932607,0.02032887,0.02137043,0.02245579,0.02393479,0.02619706,0.02985043,0.0353961,0.04163291,0.04673972,0.0504519,0.05246555,0.05325527,0.05382666,0.05386059,0.05259322,0.05002758,0.04737277,0.0450059,0.04301295,0.04170962,0.041745,0.04351938,0.04657641,0.04866618,0.04863017,0.04710527,0.04486602,0.04222653,0.03939903,0.03709331,0.03561337,0.03478295,0.03427319,0.03382922,0.03351915,0.03347372,0.03354238,0.03375132,0.03402762,0.03431712,0.03469656,0.03525175,0.03596283,0.03681054,0.03776214,0.03884639,0.03999226,0.04130762,0.04296899,0.04502106,0.04779107,0.05135258,0.05611224,0.06240939,0.06997471,0.07821782,0.08586325,0.0919998,0.09711966,0.1016106,0.1066165,0.1122487,0.1163424
cocaine,0.04685824,0.04282278,0.03829329,0.03358001,0.02853173,0.02324227,0.01901191,0.01657276,0.01520567,0.01345828,0.01285699,0.01243412,0.01256816,0.01294854,0.01288074,0.01249459,0.01214819,0.01124043,0.01054819,0.01036394,0.01043346,0.009922595,0.009047747,0.00833973,0.007759186,0.007542998,0.007276108,0.007233912,0.007643634,0.008327328,0.009889178,0.01266695,0.01663101,0.02050159,0.02303735,0.02448099,0.02605587,0.02751217,0.02918884,0.030672,0.03213011,0.03322788,0.03279201,0.03013781,0.02553857,0.02099986,0.01799666,0.01581231,0.01413279,0.01280081,0.01178455,0.01093455,0.01051593,0.01050319,0.01066555,0.01069845,0.01066473,0.01063752,0.01064592,0.01097656,0.01157558,0.01241905,0.01345546,0.01447697,0.01550545,0.0170476,0.01930818,0.02292934,0.02844072,0.03468286,0.03982652,0.0435261,0.04551069,0.04631663,0.04690374,0.04693973,0.0457089,0.04317615,0.04050853,0.03816678,0.03617038,0.03488216,0.03493297,0.03670657,0.03977739,0.04183725,0.04181259,0.04032792,0.03809883,0.03548395,0.03268287,0.03040404,0.02891606,0.02807497,0.0275683,0.02714498,0.02689052,0.02684857,0.02690868,0.02712423,0.02740772,0.02768854,0.02807054,0.02861493,0.02933253,0.0301767,0.03112829,0.03219632,0.03333041,0.03467537,0.03630373,0.03836493,0.0411202,0.04464548,0.04939025,0.05565885,0.06321932,0.07145635,0.07901845,0.08512045,0.09022222,0.0947023,0.0996642,0.1052867,0.1094256
cocaine,0.06076237,0.05694545,0.0530294,0.04855896,0.04368109,0.03843592,0.0350451,0.03236881,0.03109748,0.02951535,0.02897711,0.02852517,0.02854439,0.02884475,0.02883394,0.02828868,0.02805922,0.02735268,0.02665792,0.02661221,0.02652142,0.02623187,0.02535029,0.02475423,0.0241598,0.02399582,0.02388226,0.0239242,0.02407015,0.02469654,0.02589204,0.02838812,0.03191786,0.03522931,0.03757414,0.03919185,0.04062384,0.04207366,0.04363277,0.04482638,0.04617775,0.04707322,0.04680539,0.04445368,0.04042514,0.03648466,0.03379973,0.03185409,0.03036295,0.02918167,0.0282761,0.02752545,0.02713431,0.02712685,0.02721139,0.02719335,0.02716304,0.02713638,0.02715108,0.02746539,0.02792971,0.02866175,0.02957403,0.03046861,0.03140453,0.03270106,0.03470442,0.03796741,0.04289057,0.0484976,0.05309487,0.05644231,0.05832064,0.05912602,0.05971705,0.05979241,0.05879875,0.05665976,0.05436901,0.05235849,0.0507338,0.04977122,0.0498971,0.05153406,0.05415396,0.05596925,0.0559637,0.05471257,0.05288177,0.05077559,0.0485733,0.04675584,0.04554298,0.04482131,0.04437624,0.04398601,0.04371676,0.04366647,0.04368376,0.04378239,0.04400313,0.04418612,0.04449828,0.04498512,0.04558365,0.04628865,0.04710297,0.04800189,0.04895552,0.05009846,0.05151262,0.05327767,0.05567029,0.05873848,0.06296175,0.06853194,0.0753328,0.08280725,0.08978248,0.0954701,0.1003582,0.1045487,0.1093,0.1145792,0.1184776
cocaine,0.06020653,0.05642648,0.05201323,0.04750286,0.04294278,0.03782877,0.03405257,0.03160473,0.02999346,0.02878493,0.02812147,0.02769637,0.02774978,0.02809527,0.02785855,0.02760638,0.02717685,0.02636915,0.02584745,0.02572523,0.02566952,0.02531655,0.02447287,0.02372153,0.02325744,0.0231278,0.02295904,0.02287564,0.02314494,0.02372555,0.02510389,0.02747471,0.03103462,0.0343818,0.03686347,0.03837998,0.03983631,0.04125097,0.04283497,0.04404626,0.04536946,0.04628458,0.04603994,0.04361572,0.039651,0.035622,0.0329924,0.03099403,0.02953397,0.02835821,0.02741005,0.0266633,0.02625717,0.02628584,0.0263542,0.02632887,0.026323,0.02631288,0.02632075,0.0266428,0.02708534,0.02784275,0.02870194,0.02963713,0.03059491,0.03187343,0.03389408,0.03711489,0.04208783,0.0477067,0.0523001,0.05562969,0.05749757,0.05830428,0.05891103,0.05899506,0.05794561,0.05581039,0.05358187,0.05158677,0.04994151,0.048963,0.04907999,0.05068731,0.05331811,0.05509222,0.055071,0.05381783,0.0519722,0.04986821,0.04764497,0.04584537,0.04466458,0.04392562,0.04346095,0.04303985,0.04278162,0.04271487,0.04273591,0.04284861,0.04306855,0.04324532,0.04358771,0.04406081,0.04463289,0.04533223,0.04613049,0.04704062,0.04801771,0.04916748,0.05058364,0.05234192,0.05472952,0.05782362,0.06202417,0.06761897,0.07442532,0.08192945,0.08886436,0.09456344,0.09943008,0.1036094,0.1083257,0.1136143,0.1175199
cocaine,0.061523,0.05780856,0.05337798,0.04901402,0.04434191,0.03931199,0.03546354,0.03311583,0.03184139,0.03041084,0.02985475,0.0291943,0.02931828,0.02959725,0.02928435,0.02908945,0.02858959,0.0280798,0.02736797,0.02716699,0.02715613,0.02674513,0.02593679,0.02531797,0.02488315,0.02469051,0.02446708,0.02440675,0.02469545,0.02521933,0.02662198,0.0290119,0.03246918,0.03596048,0.03827916,0.03987584,0.04129161,0.04278557,0.0443713,0.04548679,0.0468429,0.04785975,0.04744787,0.04514696,0.0410879,0.03713224,0.03446335,0.03250421,0.03103924,0.02986992,0.02895535,0.02819767,0.02772834,0.02772314,0.02784927,0.0278309,0.02784162,0.02780091,0.0278183,0.02808181,0.02856029,0.0293307,0.03019162,0.03112682,0.0320827,0.03340508,0.03539606,0.03867676,0.04360824,0.04920349,0.05380465,0.05715696,0.05903754,0.05984145,0.06041834,0.06049942,0.05953208,0.0573755,0.05510669,0.05311862,0.05146405,0.05050753,0.05062683,0.0522383,0.05488632,0.05668227,0.05667592,0.05541409,0.05355049,0.05143814,0.04923528,0.04743339,0.04621828,0.04546551,0.04501532,0.04463377,0.04434381,0.04427972,0.04430896,0.04444478,0.04464684,0.04483664,0.04514078,0.0456127,0.04623928,0.04697286,0.0477607,0.04865809,0.04964239,0.05082599,0.0522342,0.05399158,0.05639479,0.05951383,0.06371018,0.06929104,0.07611736,0.08357993,0.090528,0.09616974,0.1010337,0.1052158,0.1099161,0.1151936,0.1190897
