sample_name,device_serial,substance_form_display,measure_type_display,prod_substance,PURITY,908.1,914.3,920.5,926.7,932.9,939.1,945.3,951.5,957.7,963.8,970,976.2,982.4,988.6,994.8,1001,1007.2,1013.4,1019.6,1025.8,1032,1038.2,1044.4,1050.6,1056.8,1063,1069.2,1075.3,1081.5,1087.7,1093.9,1100.1,1106.3,1112.5,1118.7,1124.9,1131.1,1137.3,1143.5,1149.7,1155.9,1162.1,1168.3,1174.5,1180.7,1186.8,1193,1199.2,1205.4,1211.6,1217.8,1224,1230.2,1236.4,1242.6,1248.8,1255,1261.2,1267.4,1273.6,1279.8,1286,1292.2,1298.3,1304.5,1310.7,1316.9,1323.1,1329.3,1335.5,1341.7,1347.9,1354.1,1360.3,1366.5,1372.7,1378.9,1385.1,1391.3,1397.5,1403.6,1409.8,1416,1422.2,1428.4,1434.6,1440.8,1447,1453.2,1459.4,1465.6,1471.8,1478,1484.2,1490.4,1496.6,1502.8,1509,1515.1,1521.3,1527.5,1533.7,1539.9,1546.1,1552.3,1558.5,1564.7,1570.9,1577.1,1583.3,1589.5,1595.7,1601.9,1608.1,1614.3,1620.5,1626.6,1632.8,1639,1645.2,1651.4,1657.6,1663.8,1670,1676.2
11140009,M1-1000112,Homogenized Powder,Direct contact,Heroin,58.5,0.04473433,0.04272033,0.041361,0.04005533,0.03821533,0.035572,0.03268267,0.03002933,0.027543,0.02532867,0.023293,0.02150133,0.019607,0.01810833,0.01650033,0.015166,0.013744,0.01230633,0.01097367,0.00962633,0.008355,0.00712633,0.00580933,0.004648,0.00350867,0.00231467,0.001166,3.933e-5,-0.000967,-0.00185033,-0.002656,-0.00333933,-0.00356767,-0.00322333,-0.00216267,9.533e-5,0.00350333,0.00664867,0.00843367,0.00933533,0.00971933,0.00954033,0.009557,0.01071567,0.01186067,0.013005,0.01255067,0.01134933,0.00953,0.007306,0.00501967,0.00238333,-0.00066367,-0.00337633,-0.00534133,-0.00691133,-0.00809733,-0.00910167,-0.01014433,-0.01132667,-0.012586,-0.01375133,-0.01468467,-0.015419,-0.01601633,-0.01620833,-0.01615267,-0.01572267,-0.01461767,-0.012178,-0.007752,-0.00288967,0.00038133,0.00289533,0.00609167,0.00912167,0.01099533,0.01239333,0.012931,0.01229433,0.011286,0.01038867,0.00965233,0.009195,0.00867367,0.007774,0.00680633,0.00625267,0.00596633,0.00534233,0.0042,0.00280567,0.00136467,-0.00010867,-0.00139633,-0.002492,-0.00357267,-0.00458467,-0.0055,-0.00627067,-0.00689733,-0.007386,-0.00776333,-0.00804267,-0.00810867,-0.00795167,-0.007532,-0.007085,-0.00671833,-0.00627833,-0.005639,-0.00470367,-0.00341,-0.00168567,0.000707,0.00397233,0.00790567,0.01249033,0.01812267,0.02506967,0.03323533,0.04250167,0.05223667,0.061383,0.068823
22.0401-P002.02,M1-1000109,Non homogenized powder,Direct contact,Heroin,18.6,0.06369476,0.05698012,0.05007971,0.0433391,0.03575569,0.02888917,0.02360738,0.01967597,0.01671583,0.01470774,0.01284299,0.01057304,0.00893295,0.00755629,0.00611841,0.00504148,0.0040426,0.00313256,0.00223757,0.00148911,0.00072336,0.00023222,-0.00025373,-0.00070995,-0.0013558,-0.00174637,-0.00219071,-0.00265942,-0.00302882,-0.00313735,-0.00306763,-0.00250289,-0.00067816,0.00221868,0.00427729,0.00672528,0.01150306,0.01351718,0.01256684,0.01027416,0.00969887,0.01017071,0.01052611,0.0102998,0.00885235,0.00661993,0.00388588,0.00147959,-3.432e-5,-0.00117169,-0.00199406,-0.00304119,-0.0043627,-0.00561058,-0.0061261,-0.00611871,-0.00583032,-0.00542358,-0.00541089,-0.00551689,-0.00542152,-0.00507427,-0.00449604,-0.00368324,-0.00293998,-0.00232364,-0.00187356,-0.00121548,0.00046433,0.00339281,0.00711754,0.01110593,0.01408852,0.01586085,0.01767564,0.01972282,0.02049937,0.02053233,0.02038838,0.01997235,0.01921999,0.01826184,0.01757086,0.01755958,0.01833519,0.0185881,0.01779198,0.01659504,0.0156246,0.01481107,0.01416425,0.01381747,0.01386955,0.01473925,0.01669404,0.02015281,0.02541663,0.03171588,0.03804783,0.04336679,0.04701882,0.04970218,0.05222414,0.05478127,0.05797794,0.06212796,0.06621647,0.06889712,0.07037958,0.07190176,0.07405785,0.0770693,0.08045686,0.08401984,0.08807253,0.09300204,0.09966764,0.10880541,0.1171197,0.12194662,0.12513704,0.12868842,0.13350135,0.13818748,0.14024843
22.0117-P001.02,M1-1000100,Non homogenized powder,Direct contact,Heroin,19.8817188,0.05035808,0.04490968,0.03914758,0.03373009,0.02763973,0.02157021,0.01717368,0.01415438,0.01155889,0.00924315,0.00750895,0.00603325,0.00457938,0.00324657,0.00201783,0.00093262,4.72e-6,-0.00104048,-0.00195518,-0.00260388,-0.00333168,-0.00386127,-0.00432294,-0.00473493,-0.00524787,-0.00560457,-0.00620364,-0.00661728,-0.00722063,-0.00747361,-0.00768495,-0.00721194,-0.00603024,-0.00347334,-0.00153257,0.000243,0.00451343,0.00737172,0.00585629,0.00368992,0.0030354,0.00346127,0.0038005,0.0035482,0.00231885,0.00029087,-0.00224025,-0.0043765,-0.00581843,-0.00684645,-0.00757633,-0.00847853,-0.00972171,-0.01086834,-0.01139047,-0.01140874,-0.01124321,-0.01080423,-0.01084565,-0.01108535,-0.01106575,-0.01066801,-0.01022986,-0.00964219,-0.00904397,-0.00853438,-0.00815676,-0.00779017,-0.00647776,-0.00382361,-0.00056374,0.00296735,0.00590885,0.00747403,0.00903502,0.01105985,0.01177599,0.0115649,0.01131568,0.010948,0.01011439,0.00896835,0.00804793,0.00797267,0.00871292,0.00887852,0.00802451,0.00690759,0.00600434,0.00518629,0.00459486,0.00435526,0.00439448,0.00512401,0.00705616,0.01041115,0.01561726,0.02198907,0.0283232,0.03351354,0.03682793,0.03935069,0.04177126,0.04431316,0.04772995,0.05202209,0.05625607,0.0586469,0.05978079,0.0611921,0.06350778,0.06682162,0.07035765,0.07403676,0.07810116,0.08336924,0.09048542,0.10046185,0.10903346,0.11341122,0.11705309,0.12166534,0.12836635,0.13463561,0.13696085
20.0163-P009,N1-00196,Unspecified,Direct contact,Heroin,52.5,0.52505026,0.52043402,0.51718745,0.51637655,0.5136537,0.50710471,0.49897066,0.49047548,0.48287252,0.47396074,0.4666055,0.45934083,0.45255095,0.44594409,0.43948708,0.43297893,0.42752612,0.4212862,0.41521025,0.40961465,0.40394516,0.39886537,0.39377717,0.38880833,0.38408863,0.37911979,0.37481375,0.37018158,0.36594735,0.36244296,0.35921745,0.35661007,0.35493689,0.35528302,0.35795098,0.36385578,0.37345507,0.38033692,0.38296793,0.38357724,0.38360282,0.38254751,0.382502,0.38427008,0.38614051,0.38647256,0.38367733,0.37749005,0.37044339,0.36263211,0.35483312,0.34632666,0.3370063,0.32865758,0.32246557,0.31776844,0.31415906,0.31095787,0.30755299,0.30373375,0.29989241,0.29650257,0.29383953,0.29182341,0.29004364,0.28888399,0.28860935,0.28906706,0.29147938,0.29742891,0.30859173,0.32165375,0.33037705,0.33672758,0.34513925,0.35379084,0.35860406,0.36263726,0.36402752,0.36287536,0.35986966,0.35723178,0.35501769,0.35342238,0.35160512,0.34843865,0.34454489,0.34163992,0.33974657,0.33747566,0.33377945,0.32930085,0.32468238,0.32039146,0.31716415,0.31508639,0.3139869,0.31372026,0.31393131,0.31402769,0.31397058,0.31378532,0.31362845,0.31397669,0.31490428,0.31681214,0.31969804,0.32197953,0.32333733,0.32477032,0.32689255,0.33023797,0.33465866,0.34017264,0.3473663,0.35722315,0.37005969,0.38606228,0.4044598,0.4255669,0.45052709,0.47906567,0.50894322,0.53934864,0.5644861
19.0286-P005,N1-00196,Unspecified,Direct contact,Heroin,48.9,0.47936452,0.46740072,0.45668022,0.44614782,0.43332096,0.41911785,0.40609238,0.39308917,0.38230151,0.37221089,0.36282152,0.35432433,0.34635992,0.33860367,0.33172723,0.32525113,0.31885125,0.31282122,0.30701216,0.30101526,0.2955033,0.29019265,0.28461673,0.27970261,0.2748152,0.27010847,0.26563909,0.26114368,0.25717695,0.25395177,0.25094023,0.24878684,0.24886575,0.25102168,0.25544276,0.26427065,0.27705169,0.28611146,0.28898683,0.28965645,0.2906523,0.29069372,0.29157193,0.29422598,0.29635107,0.29661665,0.29331952,0.28633261,0.27865974,0.27061458,0.26255579,0.25361165,0.24375173,0.23513634,0.22894988,0.22447693,0.22136002,0.21881725,0.21570598,0.21205115,0.20854271,0.20561178,0.20338711,0.20188255,0.20104039,0.20090687,0.20141712,0.20333619,0.20792415,0.21723583,0.23251625,0.24960704,0.26161038,0.26996867,0.28021418,0.29074585,0.29705375,0.30230546,0.30596586,0.30611539,0.30512442,0.30427406,0.30387689,0.30374919,0.30308356,0.30081446,0.29729989,0.29443593,0.29287507,0.29103455,0.28768352,0.28335184,0.27892568,0.27526507,0.27319755,0.27307848,0.27426103,0.27679573,0.27988998,0.28245385,0.28401302,0.28507172,0.28630999,0.28821773,0.29087632,0.29498096,0.29993395,0.30392115,0.30634227,0.30881301,0.31219216,0.31695364,0.32309998,0.33026647,0.33925906,0.35097309,0.36609385,0.38453631,0.40503415,0.42658214,0.45056436,0.47704506,0.50414198,0.53176401,0.55365049
21.0153-P004,M1-1000131,Unspecified,Direct contact,Heroin,30.2,0.12991398,0.1266086,0.12288535,0.11815899,0.11208036,0.1073181,0.1027142,0.09905059,0.0956954,0.09300175,0.09054462,0.08784716,0.08601264,0.0840149,0.08229826,0.08075611,0.07924831,0.07772966,0.07639559,0.0749941,0.07379386,0.07259994,0.07145609,0.07021555,0.06912603,0.06811589,0.06685472,0.06585092,0.06498261,0.06419621,0.06350969,0.06330801,0.06369856,0.06470707,0.06585374,0.06799206,0.07174949,0.07386521,0.07338436,0.07230227,0.07212311,0.07219222,0.07262004,0.07290182,0.0726897,0.07179607,0.06995909,0.0678482,0.06579892,0.06394513,0.06236603,0.06061397,0.05862692,0.05691116,0.05580538,0.05514675,0.05483544,0.05458114,0.05413826,0.05360051,0.05323634,0.05297844,0.05294438,0.05302694,0.05322783,0.05339967,0.05357987,0.0539467,0.05497057,0.0571424,0.06063746,0.06486055,0.06795279,0.06997136,0.07251657,0.07508108,0.07634745,0.07726375,0.07775629,0.07742208,0.07690404,0.07620738,0.07572748,0.07581252,0.07593156,0.07555325,0.0747871,0.07420514,0.0739261,0.07364684,0.07328092,0.07287479,0.07269598,0.072923,0.07391464,0.0759421,0.07895329,0.0825444,0.08626171,0.08921671,0.09123655,0.09285334,0.09443732,0.09621961,0.09855871,0.10153154,0.1043954,0.10634906,0.10754028,0.10881878,0.11070447,0.11314375,0.11590538,0.11885039,0.12220761,0.12648753,0.1322754,0.13953812,0.14631506,0.15159323,0.15665061,0.16268386,0.16982098,0.17651893,0.18080723
2018-0091.5.1,M1-1000136,Unspecified,Direct contact,Heroin,18.4,0.04705805,0.04149827,0.03562995,0.02789702,0.01992843,0.0133558,0.00832803,0.00442013,0.00136497,-0.00139429,-0.00346738,-0.00518037,-0.00664211,-0.00832449,-0.00947698,-0.01073435,-0.01173615,-0.01313578,-0.01409135,-0.01508254,-0.01580143,-0.016483,-0.01718216,-0.01770674,-0.01851349,-0.01916489,-0.01984971,-0.02040105,-0.02100291,-0.02149945,-0.02152988,-0.02099353,-0.01915843,-0.01590361,-0.01346148,-0.01116895,-0.00584226,-0.00253392,-0.00426156,-0.00649295,-0.00708801,-0.00652997,-0.00606884,-0.00629837,-0.00793946,-0.01053316,-0.01369103,-0.01630504,-0.01806671,-0.01926294,-0.02009259,-0.02110485,-0.0225977,-0.02392085,-0.02447617,-0.02429569,-0.02388484,-0.02330653,-0.02329002,-0.02337588,-0.0231406,-0.02262779,-0.02191573,-0.02097071,-0.02014137,-0.01944887,-0.01888052,-0.01823581,-0.0163535,-0.01293338,-0.00885885,-0.00449779,-0.00096427,0.00089056,0.00268052,0.00493953,0.00571132,0.00546551,0.00511217,0.0043921,0.00326552,0.00186572,0.00095828,0.00093398,0.00172313,0.00188944,0.00091355,-0.00041197,-0.00145323,-0.00232431,-0.00296021,-0.0031298,-0.00291122,-0.00174187,0.00069619,0.00473459,0.01057948,0.01748528,0.0243073,0.02972273,0.03334387,0.03609394,0.03864013,0.04135842,0.0448531,0.04934584,0.0537427,0.05652486,0.05807672,0.05966962,0.06209285,0.06543579,0.06915413,0.07300209,0.0774362,0.08290303,0.09025175,0.10016869,0.10934728,0.11469062,0.11785204,0.12187396,0.12804067,0.1345808,0.13823348
20.0269-P012,N1-00196,Unspecified,Direct contact,Heroin,14.2,0.18091903,0.16021033,0.13826117,0.11407483,0.08944215,0.06641206,0.04693486,0.03151156,0.02052015,0.01089177,0.0027147,-0.00339715,-0.00938412,-0.01435733,-0.01847086,-0.0224733,-0.02666724,-0.0301696,-0.03365433,-0.03608135,-0.03839139,-0.04023986,-0.04236149,-0.04433034,-0.04643246,-0.04797145,-0.04943134,-0.05138221,-0.0533734,-0.05399881,-0.05370122,-0.05169141,-0.04519549,-0.03527575,-0.02915671,-0.02067536,-0.0049048,-0.00174116,-0.0072003,-0.01462906,-0.01557849,-0.01413203,-0.01355183,-0.01484048,-0.02008683,-0.02871011,-0.03815696,-0.04551068,-0.05000352,-0.0528505,-0.05506312,-0.0577467,-0.06169989,-0.06499007,-0.06582951,-0.06551109,-0.06381456,-0.06236068,-0.06222189,-0.06226307,-0.06160316,-0.05992927,-0.05763555,-0.05499324,-0.05253151,-0.05066944,-0.0493609,-0.04712521,-0.04154215,-0.0326051,-0.02187703,-0.01045049,-0.00138722,0.00389163,0.00902971,0.01495085,0.01692087,0.0167798,0.01600972,0.01478199,0.01260425,0.00970469,0.00772985,0.00814008,0.01058856,0.01098908,0.00875451,0.00489268,0.00140011,-0.00132086,-0.00320123,-0.00376809,-0.003213,-0.00014016,0.00666694,0.01815861,0.0352298,0.05566153,0.07644262,0.0933711,0.10484397,0.11322821,0.12068006,0.12846482,0.1380635,0.15034447,0.16300231,0.17179085,0.17679057,0.18110844,0.18720511,0.19582946,0.20588744,0.21631633,0.22787875,0.24181885,0.26003597,0.28496168,0.3111217,0.32938395,0.34038022,0.34971476,0.36221532,0.37729491,0.38509669
11150008,M1-1000180,Homogenized Powder,Direct contact,Heroin,33.5,0.06579982,0.06538092,0.06489107,0.06300529,0.06002518,0.05702608,0.05380005,0.05069989,0.04791493,0.04501189,0.04267832,0.04012365,0.03745628,0.03518039,0.03308257,0.03090625,0.02889959,0.02693763,0.0250179,0.02319558,0.02131765,0.01951099,0.01776327,0.01606971,0.01446808,0.01283848,0.01127402,0.00985402,0.00853496,0.00740233,0.00635712,0.00550016,0.00523025,0.00571312,0.00639574,0.00784185,0.01057754,0.01255792,0.01259697,0.01203239,0.01190346,0.01187472,0.0118176,0.01195127,0.01157776,0.01088575,0.00925905,0.00718943,0.00493147,0.00276652,0.00070451,-0.00153781,-0.00404255,-0.00627893,-0.00784426,-0.00898386,-0.00975376,-0.01038544,-0.01119987,-0.01219815,-0.01310219,-0.01386539,-0.01434014,-0.01460833,-0.01479896,-0.01477624,-0.01461562,-0.01419043,-0.01286588,-0.01005946,-0.00566413,-0.00076678,0.00239613,0.00425613,0.00672231,0.0093418,0.0103972,0.01117889,0.01144668,0.01091165,0.01000148,0.00908847,0.00840189,0.00834557,0.00833809,0.00786649,0.00684855,0.00602812,0.00536378,0.00451781,0.00337336,0.00226297,0.00133633,0.00082155,0.00099887,0.00192514,0.00369256,0.00596013,0.00836446,0.01019806,0.01135506,0.01223884,0.01314503,0.01422231,0.01578941,0.01798341,0.02025029,0.02167256,0.02251725,0.02351787,0.02506702,0.02711941,0.029452,0.03213801,0.03542128,0.03969668,0.04536605,0.05267327,0.05990525,0.06609285,0.07237711,0.07938732,0.08731089,0.09507378,0.10048097
